expressionId,practiceExampleNumber,practiceQuestion,practiceQuestionTranslation,sentenceText,sentenceTranslation,acceptedAnswerCount,acceptedAnswers,reviewReason,reviewNotes
1468,1,Can this table fit in the car?,이 탁자가 차에 들어갈까?,It will if we fold it up.,접으면 들어갈 거야.,2,"접으면 들어갈 거야
들어갈 거야 접으면",접는다는 수납 조건을 유지했다.,
1468,2,What do I do with the clean towels?,깨끗한 수건은 어떻게 할까?,Fold them up and place them on the shelf.,접어서 선반에 놓아 줘.,4,"접어서 선반에 놓아 줘
선반에 접어서 놓아 줘
접어서 놓아 줘 선반에
선반에 놓아 줘 접어서",접은 뒤 선반에 놓는 순서를 유지했다.,
1469,1,Where should I dry the wet clothes?,젖은 옷을 어디서 말릴까?,Spread them out on the rack.,건조대에 넓게 펼쳐 둬.,4,"건조대에 넓게 펼쳐 둬
넓게 건조대에 펼쳐 둬
건조대에 펼쳐 둬 넓게
넓게 펼쳐 둬 건조대에",건조대에 넓게 펼치는 방식을 유지했다.,
1469,2,Why did the hikers separate?,등산객들이 왜 흩어졌어?,They spread out to search the area.,그 지역을 찾으려고 흩어졌어.,2,"그 지역을 찾으려고 흩어졌어
흩어졌어 그 지역을 찾으려고",그 지역을 찾으려는 분산 목적을 유지했다.,영어 search the area는 그 지역을 수색한다는 뜻이지만 한국어 '그 지역을 찾으려고'는 해당 지역 자체를 찾아간다는 뜻으로 읽혀 탐색 대상이 달라진다.
1470,1,Why is the lamp not working?,램프가 왜 안 켜져?,Someone unplugged it.,누군가 플러그를 뽑았어.,4,"누군가 플러그를 뽑았어
플러그를 누군가 뽑았어
누군가 뽑았어 플러그를
플러그를 뽑았어 누군가",누군가의 플러그 제거를 유지했다.,
1470,2,How will you spend your vacation?,휴가를 어떻게 보낼 거야?,I want to unplug for a few days.,며칠 동안 디지털 기기에서 벗어나고 싶어.,4,"며칠 동안 디지털 기기에서 벗어나고 싶어
디지털 기기에서 며칠 동안 벗어나고 싶어
며칠 동안 벗어나고 싶어 디지털 기기에서
디지털 기기에서 벗어나고 싶어 며칠 동안",며칠간 디지털 기기로부터 벗어나려는 범위를 유지했다.,
1471,1,What do you think of the new design?,새 디자인 어떻게 생각해?,"I didn't like it at first, but I'm warming up to it.",처음엔 싫었지만 점점 마음에 들어.,3,"처음엔 싫었지만 점점 마음에 들어
처음엔 싫었지만 마음에 들어 점점
점점 마음에 들어 처음엔 싫었지만",처음의 싫음과 점차 좋아짐을 대조했다.,
1471,2,Did the shy dog trust you?,그 수줍은 개가 널 믿었어?,She warmed up to me after a few visits.,몇 번 찾아가자 내게 마음을 열었어.,6,"몇 번 찾아가자 내게 마음을 열었어
몇 번 찾아가자 마음을 내게 열었어
몇 번 찾아가자 마음을 열었어 내게
몇 번 찾아가자 내게 열었어 마음을
내게 마음을 열었어 몇 번 찾아가자
마음을 내게 열었어 몇 번 찾아가자",몇 번 방문한 뒤 내게 마음을 여는 관계를 유지했다.,
1472,1,Why does Chloe trust her mentor?,클로이는 왜 멘토를 믿어?,She can confide in him without feeling judged.,판단받는 느낌 없이 속마음을 털어놓을 수 있어서야.,3,"판단받는 느낌 없이 속마음을 털어놓을 수 있어서야
판단받는 느낌 없이 털어놓을 수 있어서야 속마음을
속마음을 털어놓을 수 있어서야 판단받는 느낌 없이",판단받는 느낌 없이 속마음을 말하는 조건을 유지했다.,
1472,2,Did you tell anyone about the offer?,그 제안에 대해 누구에게 말했어?,I confided in one close friend.,가까운 친구 한 명에게 털어놨어.,2,"가까운 친구 한 명에게 털어놨어
털어놨어 가까운 친구 한 명에게",가까운 친구 한 명이라는 상대·수량을 유지했다.,
1473,1,What if the move becomes overwhelming?,이사가 너무 벅차지면 어떡하지?,You can lean on us.,우리에게 의지해도 돼.,2,"우리에게 의지해도 돼
의지해도 돼 우리에게",우리에게 의지해도 된다는 허용을 유지했다.,
1473,2,Why did you call your brother?,왜 남동생에게 전화했어?,I needed someone to lean on.,의지할 사람이 필요했어.,2,"의지할 사람이 필요했어
필요했어 의지할 사람이",의지할 사람이라는 필요 대상을 유지했다.,
1474,1,Why are you grateful to Teddy?,왜 테디에게 고마워?,He was there for me during a hard time.,힘든 시기에 내 곁을 지켜 줬어.,4,"힘든 시기에 내 곁을 지켜 줬어
내 곁을 힘든 시기에 지켜 줬어
힘든 시기에 지켜 줬어 내 곁을
내 곁을 지켜 줬어 힘든 시기에",힘든 시기 내 곁을 지켜준 관계를 유지했다.,
1474,2,What should I say to Marco?,마르코에게 무슨 말을 해야 할까?,You don't need perfect words; just be there for him.,완벽한 말은 필요 없어. 그냥 곁을 지켜 줘.,8,"완벽한 말은 필요 없어 그냥 곁을 지켜 줘
완벽한 말은 필요 없어 곁을 그냥 지켜 줘
완벽한 말은 필요 없어 곁을 지켜 줘 그냥
완벽한 말은 필요 없어 그냥 지켜 줘 곁을
필요 없어 완벽한 말은 그냥 곁을 지켜 줘
필요 없어 완벽한 말은 곁을 그냥 지켜 줘
필요 없어 완벽한 말은 곁을 지켜 줘 그냥
필요 없어 완벽한 말은 그냥 지켜 줘 곁을",완벽한 말 대신 곁을 지키라는 위로를 유지했다.,
1475,1,Why did the teacher call?,선생님이 왜 전화하셨어?,She called to check in on my progress.,내 진행 상황을 확인하려고 전화하셨어.,2,"내 진행 상황을 확인하려고 전화하셨어
전화하셨어 내 진행 상황을 확인하려고",내 진행 상황 확인을 위한 전화 목적을 유지했다.,
1475,2,Is the soup cooking properly?,수프가 잘 끓고 있어?,I'll check in on it in ten minutes.,10분 뒤에 상태를 확인할게.,4,"10분 뒤에 상태를 확인할게
상태를 10분 뒤에 확인할게
10분 뒤에 확인할게 상태를
상태를 확인할게 10분 뒤에",10분 뒤 상태 확인의 시점을 유지했다.,
1476,1,Why did you stay to help?,왜 남아서 도왔어?,I care deeply about this community.,나는 이 공동체를 진심으로 아껴.,12,"나는 이 공동체를 진심으로 아껴
이 공동체를 나는 진심으로 아껴
나는 진심으로 이 공동체를 아껴
이 공동체를 진심으로 나는 아껴
진심으로 나는 이 공동체를 아껴
진심으로 이 공동체를 나는 아껴
나는 이 공동체를 아껴 진심으로
나는 진심으로 아껴 이 공동체를
이 공동체를 나는 아껴 진심으로
이 공동체를 진심으로 아껴 나는
진심으로 나는 아껴 이 공동체를
진심으로 이 공동체를 아껴 나는",내가 공동체를 진심으로 아끼는 관계를 유지했다.,
1476,2,Does your manager value the team?,매니저가 팀을 소중히 여겨?,"Yes, she cares deeply about everyone's growth.","응, 모두의 성장을 진심으로 중요하게 여겨.",2,"응 모두의 성장을 진심으로 중요하게 여겨
응 진심으로 중요하게 여겨 모두의 성장을",모두의 성장을 진심으로 중요하게 여김을 유지했다.,
1477,1,Why do you keep that old watch?,왜 그 오래된 시계를 간직해?,It means a lot to my family.,우리 가족에게 큰 의미가 있어.,4,"우리 가족에게 큰 의미가 있어
큰 의미가 우리 가족에게 있어
우리 가족에게 있어 큰 의미가
큰 의미가 있어 우리 가족에게",우리 가족에게 큰 의미가 있다는 대상을 유지했다.,
1477,2,Was the small celebration enough?,작은 축하만으로 충분했어?,"Yes, everyone's effort meant a lot to me.","응, 모두의 노력이 내게 큰 의미였어.",4,"응 모두의 노력이 내게 큰 의미였어
응 내게 모두의 노력이 큰 의미였어
응 내게 큰 의미였어 모두의 노력이
응 모두의 노력이 큰 의미였어 내게",모두의 노력이 내게 큰 의미였다는 관계를 유지했다.,
1478,1,Why did Chloe recommend you?,클로이가 왜 널 추천했어?,She thinks the world of my work.,그녀는 내 일을 아주 높이 평가해.,4,"그녀는 내 일을 아주 높이 평가해
내 일을 그녀는 아주 높이 평가해
그녀는 아주 높이 평가해 내 일을
내 일을 아주 높이 평가해 그녀는",내 일에 대한 그녀의 높은 평가를 유지했다.,
1478,2,How does your grandfather feel about the nurse?,할아버지는 간호사를 어떻게 생각하셔?,He thinks the world of her.,그분을 무척 아끼셔.,4,"그분을 무척 아끼셔
무척 그분을 아끼셔
그분을 아끼셔 무척
무척 아끼셔 그분을",그분을 무척 아끼는 정도를 유지했다.,
1479,1,Why does Teddy copy his sister?,테디는 왜 누나를 따라 해?,He really looks up to her.,누나를 정말 존경하거든.,4,"누나를 정말 존경하거든
정말 누나를 존경하거든
누나를 존경하거든 정말
정말 존경하거든 누나를",누나에 대한 진정한 존경을 유지했다.,
1479,2,What makes your captain a good leader?,주장이 좋은 리더인 이유가 뭐야?,Everyone looks up to her because she stays calm.,침착해서 모두가 그녀를 존경해.,6,"침착해서 모두가 그녀를 존경해
침착해서 그녀를 모두가 존경해
침착해서 그녀를 존경해 모두가
침착해서 모두가 존경해 그녀를
모두가 그녀를 존경해 침착해서
그녀를 모두가 존경해 침착해서",침착함을 이유로 모두가 그녀를 존경함을 유지했다.,
1480,1,Why are you so patient?,넌 왜 그렇게 참을성이 많아?,I take after my grandmother.,나는 할머니를 닮았어.,4,"나는 할머니를 닮았어
할머니를 나는 닮았어
나는 닮았어 할머니를
할머니를 닮았어 나는",내가 할머니를 닮은 관계를 유지했다.,
1480,2,Does Marco look like his mother?,리엄은 어머니를 닮았어?,He takes after her in both looks and temperament.,외모와 기질 모두 어머니를 닮았어.,3,"외모와 기질 모두 어머니를 닮았어
외모와 기질 모두 닮았어 어머니를
어머니를 닮았어 외모와 기질 모두",외모와 기질 모두에서 어머니와 닮음을 유지했다.,
1481,1,Do your cousins get along?,네 사촌들은 잘 지내?,"Yes, they have a lot in common.","응, 공통점이 많아.",2,"응 공통점이 많아
응 많아 공통점이",공통점이 많다는 주제를 후치했다.,
1481,2,Why was the first date so easy?,첫 데이트가 왜 그렇게 편했어?,We had a lot in common to talk about.,함께 이야기할 공통점이 많았어.,2,"함께 이야기할 공통점이 많았어
많았어 함께 이야기할 공통점이",함께 이야기할 공통점이라는 명사구를 보존했다.,
1482,1,Did you know anyone at camp?,캠프에서 아는 사람이 있었어?,"No, but I made friends with my cabin mates.","아니, 하지만 같은 숙소 친구들과 친해졌어.",2,"아니 하지만 같은 숙소 친구들과 친해졌어
아니 하지만 친해졌어 같은 숙소 친구들과",대조 뒤 같은 숙소 친구들과의 친교를 유지했다.,
1482,2,Why do you attend the language exchange?,왜 언어 교환 모임에 가?,I want to make friends with people from different places.,여러 지역 사람들과 친구가 되고 싶어.,2,"여러 지역 사람들과 친구가 되고 싶어
친구가 되고 싶어 여러 지역 사람들과",여러 지역 사람들과 친해지려는 상대를 유지했다.,
1483,1,Are the new teammates comfortable together?,새 팀원들이 서로 편해해?,They're growing close through daily practice.,매일 연습하면서 점점 가까워지고 있어.,3,"매일 연습하면서 점점 가까워지고 있어
매일 연습하면서 가까워지고 있어 점점
점점 가까워지고 있어 매일 연습하면서",매일 연습하면서 점점 가까워지는 관계를 유지했다.,
1483,2,Did you know your cousin well as a child?,어릴 때 사촌을 잘 알았어?,We grew close only after college.,대학을 마친 뒤에야 가까워졌어.,2,"대학을 마친 뒤에야 가까워졌어
가까워졌어 대학을 마친 뒤에야",대학을 마친 뒤에야라는 시점 한정을 유지했다.,
1484,1,Who sent you that message?,누가 그 메시지를 보냈어?,A college friend who wants to reconnect with me.,나와 다시 연락하고 싶어 하는 대학 친구야.,2,"나와 다시 연락하고 싶어 하는 대학 친구야
다시 나와 연락하고 싶어 하는 대학 친구야",대학 친구를 꾸미는 재연락 희망 안에서만 어순을 바꿨다.,
1484,2,Why did you start painting again?,왜 다시 그림을 시작했어?,I wanted to reconnect with my creative side.,내 창의적인 면과 다시 연결되고 싶었어.,4,"내 창의적인 면과 다시 연결되고 싶었어
다시 내 창의적인 면과 연결되고 싶었어
내 창의적인 면과 연결되고 싶었어 다시
다시 연결되고 싶었어 내 창의적인 면과",내 창의적인 면과 다시 연결되려는 희망을 유지했다.,
1485,1,Why are the brothers having lunch together?,형제가 왜 함께 점심을 먹어?,They're trying to patch things up.,화해하려고 노력 중이야.,2,"화해하려고 노력 중이야
노력 중이야 화해하려고",화해를 위한 노력의 목적을 유지했다.,
1485,2,Did you call your friend after the argument?,말다툼 뒤에 친구에게 전화했어?,"Yes, I wanted to patch things up quickly.","응, 빨리 관계를 회복하고 싶었어.",4,"응 빨리 관계를 회복하고 싶었어
응 관계를 빨리 회복하고 싶었어
응 관계를 회복하고 싶었어 빨리
응 빨리 회복하고 싶었어 관계를",빠른 관계 회복 희망의 시점을 유지했다.,
1486,1,Did the neighbors end their dispute?,이웃들이 다툼을 끝냈어?,"Yes, they finally made peace with each other.","응, 마침내 서로 화해했어.",4,"응 마침내 서로 화해했어
응 서로 마침내 화해했어
응 서로 화해했어 마침내
응 마침내 화해했어 서로",마침내 서로 화해했다는 시점을 유지했다.,
1486,2,How do you feel about the canceled trip?,취소된 여행에 대해 어떻게 느껴?,I've made peace with it.,이제 받아들이고 마음이 편해졌어.,3,"이제 받아들이고 마음이 편해졌어
이제 받아들이고 편해졌어 마음이
마음이 편해졌어 이제 받아들이고",받아들인 뒤 마음이 편해진 결과를 유지했다.,
1487,1,Why did the manager call everyone?,매니저가 왜 모두를 불렀어?,She wanted to smooth things over after the argument.,말다툼 뒤 상황을 부드럽게 수습하려고 했어.,4,"말다툼 뒤 상황을 부드럽게 수습하려고 했어
상황을 말다툼 뒤 부드럽게 수습하려고 했어
말다툼 뒤 부드럽게 수습하려고 했어 상황을
상황을 부드럽게 수습하려고 했어 말다툼 뒤",말다툼 뒤 상황의 부드러운 수습을 유지했다.,
1487,2,Did the gift help?,선물이 도움이 됐어?,It helped smooth things over with my neighbor.,이웃과의 갈등을 수습하는 데 도움이 됐어.,2,"이웃과의 갈등을 수습하는 데 도움이 됐어
도움이 됐어 이웃과의 갈등을 수습하는 데",이웃과의 갈등 수습이라는 도움 대상을 보존했다.,
1488,1,How did you settle the issue?,문제를 어떻게 해결했어?,We sat down and talked things out.,앉아서 대화로 풀었어.,3,"앉아서 대화로 풀었어
앉아서 풀었어 대화로
대화로 풀었어 앉아서",앉아서 대화로 푸는 방식을 유지했다.,
1488,2,Why are you meeting Chloe tonight?,오늘 밤 클로이를 왜 만나?,We need to talk things out.,대화로 문제를 풀어야 해.,4,"대화로 문제를 풀어야 해
문제를 대화로 풀어야 해
대화로 풀어야 해 문제를
문제를 풀어야 해 대화로",대화로 문제 해결의 수단을 유지했다.,
1489,1,What if our schedules conflict?,일정이 겹치면 어떡해?,We'll work things out together.,함께 해결책을 찾을 거야.,4,"함께 해결책을 찾을 거야
해결책을 함께 찾을 거야
함께 찾을 거야 해결책을
해결책을 찾을 거야 함께",함께 해결책을 찾을 계획을 유지했다.,
1489,2,Did Chloe and Marco reconcile?,클로이와 마르코가 화해했어?,They worked things out over the weekend.,주말에 관계를 풀었어.,4,"주말에 관계를 풀었어
관계를 주말에 풀었어
주말에 풀었어 관계를
관계를 풀었어 주말에",주말 관계 해결의 시점을 유지했다.,
1490,1,Will you lower the quality to save money?,돈을 아끼려고 품질을 낮출 거야?,We won't compromise on safety.,안전에 대해서는 타협하지 않을 거야.,2,"안전에 대해서는 타협하지 않을 거야
타협하지 않을 거야 안전에 대해서는",안전에 대한 타협 거부 범위를 유지했다.,
1490,2,How did you choose the restaurant?,식당을 어떻게 골랐어?,We compromised on a place halfway between us.,우리 사이 중간 지점으로 타협했어.,2,"우리 사이 중간 지점으로 타협했어
타협했어 우리 사이 중간 지점으로",우리 사이 중간 지점이라는 타협 대상을 유지했다.,
1491,1,Why did Teddy volunteer to help?,테디가 왜 자원해서 도왔어?,He was trying to make amends.,잘못을 보상하려고 했어.,2,"잘못을 보상하려고 했어
보상하려고 했어 잘못을",잘못이라는 보상 대상을 유지했다.,
1491,2,Is saying sorry enough?,미안하다고 말하는 것으로 충분할까?,"No, I need to make amends through my actions.","아니, 행동으로 잘못을 바로잡아야 해.",4,"아니 행동으로 잘못을 바로잡아야 해
아니 잘못을 행동으로 바로잡아야 해
아니 잘못을 바로잡아야 해 행동으로
아니 행동으로 바로잡아야 해 잘못을",행동을 통한 잘못 바로잡기를 유지했다.,
1492,1,Did Chloe admit the scheduling error?,클로이가 일정 오류를 인정했어?,"Yes, she owned up to her mistake.","응, 자기 실수를 솔직히 인정했어.",4,"응 자기 실수를 솔직히 인정했어
응 솔직히 자기 실수를 인정했어
응 솔직히 인정했어 자기 실수를
응 자기 실수를 인정했어 솔직히",자기 실수의 솔직한 인정을 유지했다.,
1492,2,Why do you respect the captain?,왜 주장을 존경해?,He always owns up to his decisions.,늘 자기 결정에 대한 책임을 인정해.,4,"늘 자기 결정에 대한 책임을 인정해
자기 결정에 대한 책임을 늘 인정해
늘 인정해 자기 결정에 대한 책임을
자기 결정에 대한 책임을 인정해 늘",늘 자기 결정의 책임을 인정하는 범위를 유지했다.,
1493,1,Did you speak to your neighbor?,이웃에게 말했어?,I apologized for making so much noise.,소음을 많이 낸 것에 대해 사과했어.,4,"소음을 많이 낸 것에 대해 사과했어
많이 소음을 낸 것에 대해 사과했어
사과했어 소음을 많이 낸 것에 대해
사과했어 많이 소음을 낸 것에 대해",소음을 많이 낸 일에 대한 사과를 유지했다.,
1493,2,Why did the host contact you?,진행자가 왜 연락했어?,She called to apologize for the confusion.,혼란에 대해 사과하려고 전화했어.,2,"혼란에 대해 사과하려고 전화했어
전화했어 혼란에 대해 사과하려고",혼란에 대한 사과라는 전화 목적을 유지했다.,
1494,1,Can the old friends move on?,오랜 친구들이 과거를 넘길 수 있을까?,They agreed to forgive and forget.,용서하고 잊기로 합의했어.,2,"용서하고 잊기로 합의했어
합의했어 용서하고 잊기로",용서하고 잊기로 한 합의 내용을 보존했다.,
1494,2,Why did you invite Teddy again?,왜 테디를 다시 초대했어?,I decided to forgive and forget.,용서하고 지난 일은 잊기로 했어.,4,"용서하고 지난 일은 잊기로 했어
지난 일은 용서하고 잊기로 했어
용서하고 잊기로 했어 지난 일은
지난 일은 잊기로 했어 용서하고",용서와 지난 일 망각의 결정을 유지했다.,
1495,1,Why did the cousins shake hands?,사촌들이 왜 악수했어?,They chose to let bygones be bygones.,지난 일은 묻어 두기로 했어.,2,"지난 일은 묻어 두기로 했어
묻어 두기로 했어 지난 일은",지난 일을 묻어 두는 결정 대상을 유지했다.,
1495,2,Will you work with Chloe again?,클로이와 다시 일할 거야?,"Yes, it's time to let bygones be bygones.","응, 이제 지난 일은 묻어 둘 때야.",4,"응 이제 지난 일은 묻어 둘 때야
응 지난 일은 이제 묻어 둘 때야
응 지난 일은 묻어 둘 때야 이제
응 이제 묻어 둘 때야 지난 일은",이제 지난 일을 묻어 둘 시점임을 유지했다.,
1496,1,Why did Marco move to a new city?,마르코는 왜 새 도시로 이사했어?,He wanted to put the past behind him.,과거를 떨쳐 내고 싶었어.,2,"과거를 떨쳐 내고 싶었어
떨쳐 내고 싶었어 과거를",과거를 떨쳐 내고 싶은 대상을 유지했다.,
1496,2,Are you ready to trust the team again?,팀을 다시 믿을 준비가 됐어?,"Yes, I'm trying to put the past behind me.","응, 과거를 떨쳐 내려고 해.",2,"응 과거를 떨쳐 내려고 해
응 떨쳐 내려고 해 과거를",과거를 떨쳐 내려는 의도를 유지했다.,
1497,1,Why did you rehire Chloe?,왜 클로이를 다시 채용했어?,Her honesty made me give her a second chance.,솔직한 태도 때문에 다시 기회를 줬어.,6,"솔직한 태도 때문에 다시 기회를 줬어
솔직한 태도 때문에 기회를 다시 줬어
솔직한 태도 때문에 기회를 줬어 다시
솔직한 태도 때문에 다시 줬어 기회를
다시 기회를 줬어 솔직한 태도 때문에
기회를 다시 줬어 솔직한 태도 때문에",솔직한 태도를 이유로 다시 기회 제공을 유지했다.,
1497,2,Can I redo the assignment?,과제를 다시 해도 될까요?,The teacher agreed to give me a second chance.,선생님이 내게 다시 기회를 주셨어.,19,"선생님이 내게 다시 기회를 주셨어
내게 선생님이 다시 기회를 주셨어
선생님이 다시 내게 기회를 주셨어
선생님이 내게 기회를 다시 주셨어
내게 다시 선생님이 기회를 주셨어
내게 선생님이 기회를 다시 주셨어
내게 다시 기회를 선생님이 주셨어
선생님이 기회를 내게 다시 주셨어
선생님이 기회를 다시 내게 주셨어
다시 선생님이 내게 기회를 주셨어
다시 내게 선생님이 기회를 주셨어
선생님이 내게 다시 주셨어 기회를
선생님이 내게 기회를 주셨어 다시
선생님이 다시 내게 주셨어 기회를
선생님이 다시 기회를 주셨어 내게
선생님이 기회를 내게 주셨어 다시
선생님이 기회를 다시 주셨어 내게
내게 다시 기회를 주셨어 선생님이
내게 기회를 다시 주셨어 선생님이",선생님이 내게 다시 기회를 주신 관계를 유지했다.,
1498,1,Why don't you answer calls during dinner?,왜 저녁 식사 중에는 전화를 안 받아?,I'm setting boundaries around family time.,가족 시간에 관한 경계를 정하고 있어.,2,"가족 시간에 관한 경계를 정하고 있어
정하고 있어 가족 시간에 관한 경계를",가족 시간에 관한 경계라는 대상을 유지했다.,
1498,2,How did the roommates reduce conflict?,룸메이트들은 어떻게 갈등을 줄였어?,They set clear boundaries about shared spaces.,공용 공간에 관해 분명한 경계를 세웠어.,4,"공용 공간에 관해 분명한 경계를 세웠어
분명한 경계를 공용 공간에 관해 세웠어
공용 공간에 관해 세웠어 분명한 경계를
분명한 경계를 세웠어 공용 공간에 관해",공용 공간에 관한 분명한 경계를 유지했다.,
1499,1,Can I visit without calling first?,먼저 전화하지 않고 찾아가도 돼?,It's better to respect his boundaries and ask.,그의 경계를 존중해서 먼저 묻는 게 나아.,3,"그의 경계를 존중해서 먼저 묻는 게 나아
그의 경계를 존중해서 나아 먼저 묻는 게
먼저 묻는 게 나아 그의 경계를 존중해서",경계 존중을 이유로 먼저 묻는 선택을 유지했다.,
1499,2,Why is your friendship so comfortable?,너희 우정은 왜 그렇게 편안해?,We respect each other's boundaries.,우리는 서로의 경계를 존중해.,4,"우리는 서로의 경계를 존중해
서로의 경계를 우리는 존중해
우리는 존중해 서로의 경계를
서로의 경계를 존중해 우리는",우리의 상호 경계 존중을 유지했다.,
1500,1,Did the conversation with Teddy help?,테디와의 대화가 도움 됐어?,"Yes, now I know where I stand with him.","응, 이제 그와의 관계가 어떤지 알아.",4,"응 이제 그와의 관계가 어떤지 알아
응 그와의 관계가 어떤지 이제 알아
응 그와의 관계가 어떤지 알아 이제
응 이제 알아 그와의 관계가 어떤지",이제 상대와의 관계 상태를 안다는 내용을 유지했다.,
1500,2,Why do you want written feedback?,왜 서면 피드백을 원해?,I need to know where I stand.,내 평가가 어떤지 분명히 알아야 해.,2,"내 평가가 어떤지 분명히 알아야 해
분명히 알아야 해 내 평가가 어떤지",내 평가의 상태를 분명히 알아야 한다는 내용을 유지했다.,
1501,1,Do you trust the new consultant?,새 컨설턴트를 믿어?,"Not yet, so I'm keeping him at arm's length.",아직은 아니라서 거리를 두고 있어.,3,"아직은 아니라서 거리를 두고 있어
아직은 아니라서 두고 있어 거리를
거리를 두고 있어 아직은 아니라서",아직 믿지 않는 이유와 거리 유지의 관계를 보존했다.,
1501,2,Why is Marco polite but reserved?,마르코는 왜 예의 바르지만 조심스러워?,He keeps new acquaintances at arm's length.,새로 알게 된 사람과는 거리를 둬.,4,"새로 알게 된 사람과는 거리를 둬
거리를 새로 알게 된 사람과는 둬
새로 알게 된 사람과는 둬 거리를
거리를 둬 새로 알게 된 사람과는",새로 알게 된 사람과의 거리 유지를 유지했다.,
1502,1,Why do you admire your quiet classmate now?,왜 이제 조용한 반 친구를 존경해?,His speech made me see him in a new light.,그의 연설로 새롭게 보게 됐어.,3,"그의 연설로 새롭게 보게 됐어
그의 연설로 보게 됐어 새롭게
새롭게 보게 됐어 그의 연설로",그의 연설을 계기로 새롭게 본다는 의미를 유지했다.,
1502,2,Did the documentary affect your view of the artist?,다큐멘터리가 그 예술가에 대한 생각을 바꿨어?,"Yes, I saw her in a new light.","응, 그분을 새롭게 보게 됐어.",4,"응 그분을 새롭게 보게 됐어
응 새롭게 그분을 보게 됐어
응 새롭게 보게 됐어 그분을
응 그분을 보게 됐어 새롭게",그분을 새롭게 보게 된 관점 변화를 유지했다.,
1503,1,Why did Marco join the trip?,마르코는 왜 여행에 합류했어?,He had a last-minute change of heart.,마지막 순간에 마음이 바뀌었어.,4,"마지막 순간에 마음이 바뀌었어
마음이 마지막 순간에 바뀌었어
마지막 순간에 바뀌었어 마음이
마음이 바뀌었어 마지막 순간에",마지막 순간의 마음 변화를 유지했다.,
1503,2,Will the owner close the café?,주인이 카페를 닫을까?,She may have a change of heart.,마음을 바꿀 수도 있어.,2,"마음을 바꿀 수도 있어
바꿀 수도 있어 마음을",마음을 바꿀 가능성의 대상을 유지했다.,
1504,1,Are you unhappy with my work?,제 일에 불만이 있으세요?,Don't get the wrong impression; I value your work.,오해하지 마세요. 당신의 일을 높이 평가해요.,2,"오해하지 마세요 당신의 일을 높이 평가해요
오해하지 마세요 높이 평가해요 당신의 일을",오해 방지 요청 뒤에서 일에 대한 높은 평가를 유지했다.,
1504,2,Why did Marco seem unfriendly?,마르코은 왜 불친절해 보였어?,I got the wrong impression because he was nervous.,긴장한 모습 때문에 잘못된 인상을 받았어.,4,"긴장한 모습 때문에 잘못된 인상을 받았어
잘못된 인상을 긴장한 모습 때문에 받았어
긴장한 모습 때문에 받았어 잘못된 인상을
잘못된 인상을 받았어 긴장한 모습 때문에",긴장한 모습이라는 잘못된 인상의 원인을 유지했다.,한국어 질문의 '마르코은'은 '마르코는'이 자연스럽다.
1505,1,Did you and Chloe argue?,너와 클로이이 다퉜어?,We talked and cleared up a misunderstanding.,이야기해서 오해를 풀었어.,3,"이야기해서 오해를 풀었어
이야기해서 풀었어 오해를
오해를 풀었어 이야기해서",대화를 통한 오해 해소를 유지했다.,한국어 질문의 '클로이이'는 '클로이가'가 자연스럽다.
1505,2,Why did the teacher email everyone?,선생님이 왜 모두에게 이메일을 보냈어?,She wanted to clear up a misunderstanding about the deadline.,마감일에 관한 오해를 풀려고 했어.,2,"마감일에 관한 오해를 풀려고 했어
풀려고 했어 마감일에 관한 오해를",마감일에 관한 오해를 푸는 목적을 유지했다.,
1506,1,Did the doctor listen to your concern?,의사가 네 우려를 들어 줬어?,"Yes, she took me seriously.","응, 내 말을 진지하게 받아들였어.",4,"응 내 말을 진지하게 받아들였어
응 진지하게 내 말을 받아들였어
응 진지하게 받아들였어 내 말을
응 내 말을 받아들였어 진지하게",내 말을 진지하게 받아들였다는 태도를 유지했다.,
1506,2,Why is Teddy frustrated at work?,테디는 왜 직장에서 답답해해?,His manager doesn't take him seriously.,매니저가 그를 진지하게 대하지 않아.,4,"매니저가 그를 진지하게 대하지 않아
그를 매니저가 진지하게 대하지 않아
매니저가 진지하게 대하지 않아 그를
그를 진지하게 대하지 않아 매니저가",매니저가 상대를 진지하게 대하지 않는 부정을 유지했다.,
1507,1,Why did you bring flowers?,왜 꽃을 가져왔어?,I wanted to make our guests feel welcome.,손님들이 환영받는다고 느끼게 하고 싶었어.,2,"손님들이 환영받는다고 느끼게 하고 싶었어
하고 싶었어 손님들이 환영받는다고 느끼게",손님이 환영받는다고 느끼게 하려는 내용을 보존했다.,
1507,2,How was your first day?,첫날 어땠어?,Everyone made me feel welcome.,모두가 나를 따뜻하게 맞아 줬어.,12,"모두가 나를 따뜻하게 맞아 줬어
나를 모두가 따뜻하게 맞아 줬어
모두가 따뜻하게 나를 맞아 줬어
나를 따뜻하게 모두가 맞아 줬어
따뜻하게 모두가 나를 맞아 줬어
따뜻하게 나를 모두가 맞아 줬어
모두가 나를 맞아 줬어 따뜻하게
모두가 따뜻하게 맞아 줬어 나를
나를 모두가 맞아 줬어 따뜻하게
나를 따뜻하게 맞아 줬어 모두가
따뜻하게 모두가 맞아 줬어 나를
따뜻하게 나를 맞아 줬어 모두가",모두가 나를 따뜻하게 맞은 관계를 유지했다.,
